P,I,D,CTE,Total Error,Speed,Steer Value,Steering Angle
-1.5691,1499.12,-0.0625,-1.5691,2.20461,49.8639,0.78191,4.0338
-1.6234,1497.5,-0.0543,-1.6234,2.20519,49.813,0.70534,21.1028
-1.669,1495.83,-0.0456,-1.669,2.20581,49.7063,0.6229,19.9841
-1.5656,1494.26,0.1034,-1.5656,2.20635,49.6151,-0.87744,18.0698
-1.5656,1492.69,0,-1.5656,2.20689,49.6151,0.15656,18.0698
-1.8413,1490.85,-0.2757,-1.8413,2.20764,49.5976,2.94113,-21.4997
-1.9409,1488.91,-0.0996,-1.9409,2.20848,49.5126,1.19009,4.3503
-2.0958,1486.82,-0.1549,-2.0958,2.20945,49.4731,1.75858,25
-2.256,1484.56,-0.1602,-2.256,2.21057,49.3655,1.8276,25
-2.4071,1482.15,-0.1511,-2.4071,2.21185,49.2601,1.75171,25
-2.4071,1479.75,0,-2.4071,2.21313,49.2601,0.24071,25
-2.5485,1477.2,-0.1414,-2.5485,2.21457,49.1551,1.66885,25
-2.6821,1474.52,-0.1336,-2.6821,2.21615,49.1118,1.60421,6.4541
-2.8057,1471.71,-0.1236,-2.8057,2.21789,49.0634,1.51657,25
-2.9187,1468.79,-0.113,-2.9187,2.21977,48.9569,1.42187,25
-3.0206,1465.77,-0.1019,-3.0206,2.22178,48.8462,1.32106,25
-3.0206,1462.75,0,-3.0206,2.22379,48.8462,0.30206,25
-3.1105,1459.64,-0.0899,-3.1105,2.22592,48.7249,1.21005,25
-3.1906,1456.45,-0.0801,-3.1906,2.22816,48.6812,1.12006,7.9878
-3.2583,1453.19,-0.0677,-3.2583,2.23049,48.6234,1.00283,25
-3.3132,1449.88,-0.0549,-3.3132,2.23291,48.4964,0.88032,25
-3.355,1446.52,-0.0418,-3.355,2.23538,48.3881,0.7535,25
-3.355,1443.17,0,-3.355,2.23785,48.3881,0.3355,25
-3.3832,1439.78,-0.0282,-3.3832,2.24037,48.2862,0.62032,19.2738
-3.3999,1436.38,-0.0167,-3.3999,2.2429,48.2996,0.50699,8.8238
-3.4031,1432.98,-0.0032,-3.4031,2.24545,48.266,0.37231,15.9443
-3.3935,1429.59,0.0096,-3.3935,2.24797,48.2523,0.24335,13.1111
-3.3852,1426.2,0.0083,-3.3852,2.25048,48.2632,0.25552,9.7441
-3.3852,1422.82,0,-3.3852,2.25299,48.2632,0.33852,9.7441
-3.2544,1419.56,0.1308,-3.2544,2.25531,48.286,-0.98256,6.8243
-3.4328,1416.13,-0.1784,-3.4328,2.25789,48.302,2.12728,8.8993
-3.4593,1412.67,-0.0265,-3.4593,2.26051,48.3377,0.61093,-24.1277
-3.5081,1409.16,-0.0488,-3.5081,2.2632,48.1531,0.83881,25
-3.5691,1405.59,-0.061,-3.5691,2.26599,48.0637,0.96691,15.7096
-3.5691,1402.02,0,-3.5691,2.26877,48.0637,0.35691,15.7096
-3.616,1398.41,-0.0469,-3.616,2.27163,47.9855,0.8306,24.6091
-3.651,1394.76,-0.035,-3.651,2.27454,47.9383,0.7151,9.3591
-3.6715,1391.09,-0.0205,-3.6715,2.27748,47.8789,0.57215,21.2013
-3.6776,1387.41,-0.0061,-3.6776,2.28043,47.8032,0.42876,18.3138
-3.6696,1383.74,0.008,-3.6696,2.28337,47.7763,0.28696,14.7401
-3.6696,1380.07,0,-3.6696,2.2863,47.7763,0.36696,14.7401
-3.6496,1376.42,0.02,-3.6496,2.2892,47.8056,0.16496,7.6103
-3.6173,1372.8,0.0323,-3.6173,2.29205,47.8256,0.03873,9.6103
-3.5744,1369.23,0.0429,-3.5744,2.29483,47.8558,-0.07156,4.5603
-3.5224,1365.71,0.052,-3.5224,2.29753,47.8816,-0.16776,1.4046
-3.4626,1362.24,0.0598,-3.4626,2.30014,47.8973,-0.25174,-1.3527
-3.4626,1358.78,0,-3.4626,2.30275,47.8973,0.34626,-1.3527
-3.3965,1355.38,0.0661,-3.3965,2.30526,47.8927,-0.32135,-5.8572
-3.3208,1352.06,0.0757,-3.3208,2.30765,47.8802,-0.42492,9.0928
-3.2397,1348.82,0.0811,-3.2397,2.30993,47.8766,-0.48703,-7.5974
-3.1544,1345.67,0.0853,-3.1544,2.31209,47.8507,-0.53756,-10.1867
-3.0659,1342.6,0.0885,-3.0659,2.31413,47.8161,-0.57841,-11.7394
-3.0659,1339.54,0,-3.0659,2.31617,47.8161,0.30659,-11.7394
-2.9753,1336.56,0.0906,-2.9753,2.31808,47.7696,-0.60847,-14.0239
-2.8778,1333.68,0.0975,-2.8778,2.31988,47.7217,-0.68722,8.1011
-2.779,1330.91,0.0988,-2.779,2.32155,47.6942,-0.7101,-14.7754
-2.6799,1328.23,0.0991,-2.6799,2.32311,47.6262,-0.72301,-16.7442
-2.5812,1325.64,0.0987,-2.5812,2.32455,47.5547,-0.72888,-17.3162
-2.5812,1323.06,0,-2.5812,2.32599,47.5547,0.25812,-17.3162
-2.49,1320.57,0.0912,-2.49,2.32733,47.4858,-0.663,-17.7857
-2.4107,1318.16,0.0793,-2.4107,2.32858,47.4323,-0.55193,6.8893
-2.3911,1315.77,0.0196,-2.3911,2.32982,47.389,0.04311,-16.1387
-2.3119,1313.46,0.0792,-2.3119,2.33097,47.3326,-0.56081,-13.3619
-2.2722,1311.19,0.0397,-2.2722,2.33209,47.3298,-0.16978,1.5141
-2.2722,1308.92,0,-2.2722,2.3332,47.3298,0.22722,1.5141
-2.2332,1306.68,0.039,-2.2332,2.33428,47.3496,-0.16668,-3.8082
-2.192,1304.49,0.0412,-2.192,2.33531,47.3389,-0.1928,6.1168
-2.1514,1302.34,0.0406,-2.1514,2.33631,47.3482,-0.19086,-3.7307
-2.1119,1300.23,0.0395,-2.1119,2.33727,47.3675,-0.18381,-4.3837
-2.0737,1298.15,0.0382,-2.0737,2.33819,47.3868,-0.17463,-4.3352
-2.0737,1296.08,0,-2.0737,2.33912,47.3868,0.20737,-4.3352
-2.0369,1294.04,0.0368,-2.0369,2.34001,47.4074,-0.16431,-3.9294
-1.9985,1292.04,0.0384,-1.9985,2.34087,47.4037,-0.18415,5.6206
-1.9613,1290.08,0.0372,-1.9613,2.3417,47.416,-0.17587,-3.6714
-1.9257,1288.16,0.0356,-1.9257,2.34249,47.4365,-0.16343,-4.1674
-1.8916,1286.27,0.0341,-1.8916,2.34326,47.4567,-0.15184,-3.9604
-1.8593,1284.41,0.0323,-1.8593,2.344,47.4779,-0.13707,-3.6494
-1.8593,1282.55,0,-1.8593,2.34474,47.4779,0.18593,-3.6494
-1.8286,1280.72,0.0307,-1.8286,2.34546,47.5001,-0.12414,-2.9904
-1.7969,1278.92,0.0317,-1.7969,2.34615,47.5023,-0.13731,5.0846
-1.7665,1277.15,0.0304,-1.7665,2.34682,47.5177,-0.12735,-2.6672
-1.7377,1275.42,0.0288,-1.7377,2.34747,47.5401,-0.11423,-2.9964
-1.7377,1273.68,0,-1.7377,2.34811,47.5401,0.17377,-2.9964
-1.7103,1271.97,0.0274,-1.7103,2.34874,47.5622,-0.10297,-2.4194
-1.682,1270.29,0.0283,-1.682,2.34935,47.5683,-0.1148,4.7806
-1.6659,1268.62,0.0161,-1.6659,2.34994,47.5847,0.00559,-2.1379
-1.6675,1266.95,-0.0016,-1.6675,2.35053,47.6063,0.18275,-2.4337
-1.6883,1265.27,-0.0208,-1.6883,2.35114,47.6282,0.37683,0.5761
-1.712,1263.55,-0.0237,-1.712,2.35177,47.6354,0.4082,5.0051
-1.712,1261.84,0,-1.712,2.35239,47.6354,0.1712,5.0051
-1.7331,1260.11,-0.0211,-1.7331,2.35303,47.607,0.38431,10.6413
-1.7525,1258.36,-0.0194,-1.7525,2.35369,47.6046,0.36925,4.7163
-1.7684,1256.59,-0.0159,-1.7684,2.35436,47.5857,0.33584,10.0441
-1.7805,1254.81,-0.0121,-1.7805,2.35503,47.5619,0.29905,9.6676
-1.7805,1253.03,0,-1.7805,2.35571,47.5619,0.17805,9.6676
-1.7888,1251.24,-0.0083,-1.7888,2.35639,47.5559,0.26188,7.9126
-1.794,1249.44,-0.0052,-1.794,2.35707,47.5701,0.2314,4.8876
-1.7954,1247.65,-0.0014,-1.7954,2.35776,47.5794,0.19354,6.9833
-1.7929,1245.86,0.0025,-1.7929,2.35844,47.5912,0.15429,6.2213
-1.7868,1244.07,0.0061,-1.7868,2.35912,47.6084,0.11768,5.2748
-1.7868,1242.28,0,-1.7868,2.3598,47.6084,0.17868,5.2748
-1.7774,1240.5,0.0094,-1.7774,2.36047,47.6305,0.08374,3.3783
-1.7642,1238.74,0.0132,-1.7642,2.36113,47.6506,0.04442,4.9033
-1.7479,1236.99,0.0163,-1.7479,2.36178,47.6741,0.01179,2.5298
-1.7287,1235.26,0.0192,-1.7287,2.36241,47.6978,-0.01913,1.5468
-1.707,1233.56,0.0217,-1.707,2.36303,47.7209,-0.0463,0.7311
-1.707,1231.85,0,-1.707,2.36364,47.7209,0.1707,0.7311
-1.6833,1230.17,0.0237,-1.6833,2.36425,47.7419,-0.06867,-0.7212
-1.6561,1228.51,0.0272,-1.6561,2.36483,47.7584,-0.10639,4.7038
-1.6271,1226.88,0.029,-1.6271,2.36539,47.7782,-0.12729,-1.2804
-1.6024,1225.28,0.0247,-1.6024,2.36593,47.7953,-0.08676,-2.2234
-1.5839,1223.7,0.0185,-1.5839,2.36646,47.8109,-0.02661,-2.7459
-1.5712,1222.13,0.0127,-1.5712,2.36698,47.8297,0.03012,-1.7327
-1.5613,1220.56,0.0099,-1.5613,2.3675,47.8517,0.05713,-0.2289
-1.5505,1219.01,0.0108,-1.5505,2.368,47.8742,0.04705,1.1893
-1.5231,1217.49,0.0274,-1.5231,2.36849,47.9176,-0.12169,1.8646
-1.5066,1215.98,0.0165,-1.5066,2.36897,47.9394,-0.01434,1.6126
-1.5066,1214.48,0,-1.5066,2.36945,47.9394,0.15066,1.6126
-1.4888,1212.99,0.0178,-1.4888,2.36992,47.9618,-0.02912,0.0778
-1.4683,1211.52,0.0205,-1.4683,2.37037,47.9769,-0.05817,4.2028
-1.4465,1210.07,0.0218,-1.4465,2.37081,47.9976,-0.07335,-0.2917
-1.4236,1208.65,0.0229,-1.4236,2.37124,48.0192,-0.08664,-1.0179
-1.4236,1207.23,0,-1.4236,2.37167,48.0192,0.14236,-1.0179
-1.4001,1205.83,0.0235,-1.4001,2.37208,48.0399,-0.09499,-1.7297
-1.3742,1204.45,0.0259,-1.3742,2.37248,48.0545,-0.12158,3.9953
-1.3477,1203.1,0.0265,-1.3477,2.37286,48.0731,-0.13023,-1.9384
-1.321,1201.78,0.0267,-1.321,2.37322,48.0912,-0.1349,-2.6032
-1.2944,1200.49,0.0266,-1.2944,2.37358,48.109,-0.13656,-2.8194
-1.2944,1199.19,0,-1.2944,2.37393,48.109,0.12944,-2.8194
-1.268,1197.93,0.0264,-1.268,2.37426,48.1268,-0.1372,-2.9777
-1.2399,1196.69,0.0281,-1.2399,2.37459,48.1401,-0.15701,3.6723
-1.2121,1195.47,0.0278,-1.2121,2.3749,48.1561,-0.15679,-2.9937
-1.185,1194.29,0.0271,-1.185,2.37519,48.1722,-0.1525,-3.4889
-1.1588,1193.13,0.0262,-1.1588,2.37547,48.1885,-0.14612,-3.4834
-1.1588,1191.97,0,-1.1588,2.37575,48.1885,0.11588,-3.4834
-1.1335,1190.84,0.0253,-1.1335,2.37602,48.2061,-0.13965,-3.2167
-1.1072,1189.73,0.0263,-1.1072,2.37628,48.2191,-0.15228,3.3333
-1.0817,1188.65,0.0255,-1.0817,2.37652,48.2358,-0.14683,-3.0549
-1.0574,1187.59,0.0243,-1.0574,2.37676,48.2539,-0.13726,-3.3707
-1.0343,1186.56,0.0231,-1.0343,2.37698,48.2717,-0.12757,-3.2344
-1.0343,1185.52,0,-1.0343,2.3772,48.2717,0.10343,-3.2344
-1.0125,1184.51,0.0218,-1.0125,2.37742,48.2907,-0.11675,-2.7529
-0.9901,1183.52,0.0224,-0.9901,2.37762,48.3046,-0.12499,3.0221
-0.9688,1182.55,0.0213,-0.9688,2.37782,48.322,-0.11612,-2.4824
-0.9487,1181.6,0.0201,-0.9487,2.378,48.3412,-0.10613,-2.6884
-0.9298,1180.67,0.0189,-0.9298,2.37818,48.3609,-0.09602,-2.4667
-0.9298,1179.74,0,-0.9298,2.37836,48.3609,0.09298,-2.4667
-0.9122,1178.83,0.0176,-0.9122,2.37854,48.3815,-0.08478,-1.9642
-0.8943,1177.94,0.0179,-0.8943,2.3787,48.397,-0.08957,2.7608
-0.8774,1177.06,0.0169,-0.8774,2.37886,48.4158,-0.08126,-1.6832
-0.8615,1176.2,0.0159,-0.8615,2.37902,48.4365,-0.07285,-1.8029
-0.8467,1175.35,0.0148,-0.8467,2.37917,48.4573,-0.06333,-1.5952
-0.833,1174.52,0.0137,-0.833,2.37931,48.4783,-0.0537,-1.3849
-0.8203,1173.7,0.0127,-0.8203,2.37945,48.4994,-0.04497,-1.1469
-0.8086,1172.89,0.0117,-0.8086,2.37959,48.5205,-0.03614,-0.9062
-0.7979,1172.09,0.0107,-0.7979,2.37972,48.5417,-0.02721,-0.6879
-0.7888,1171.3,0.0091,-0.7888,2.37985,48.5628,-0.01212,-0.4672
-0.7888,1170.51,0,-0.7888,2.37998,48.5628,0.07888,-0.4672
-0.7813,1169.73,0.0075,-0.7813,2.3801,48.5837,0.00313,0.1333
-0.7745,1168.96,0.0068,-0.7745,2.38023,48.6011,0.00945,2.4083
-0.769,1168.19,0.0055,-0.769,2.38035,48.6206,0.0219,0.5146
-0.7638,1167.43,0.0052,-0.7638,2.38047,48.6411,0.02438,0.6726
-0.7588,1166.67,0.005,-0.7588,2.38059,48.6614,0.02588,0.9838
-0.7588,1165.91,0,-0.7588,2.38071,48.6614,0.07588,0.9838
-0.7538,1165.15,0.005,-0.7538,2.38083,48.6815,0.02538,1.0833
-0.7483,1164.41,0.0055,-0.7483,2.38094,48.6998,0.01983,2.3333
-0.7427,1163.66,0.0056,-0.7427,2.38106,48.7194,0.01827,1.0708
-0.7369,1162.93,0.0058,-0.7369,2.38117,48.7397,0.01569,0.9321
-0.7309,1162.2,0.006,-0.7309,2.38128,48.7601,0.01309,0.8931
-0.7309,1161.46,0,-0.7309,2.38139,48.7601,0.07309,0.8931
-0.7246,1160.74,0.0063,-0.7246,2.3815,48.7805,0.00946,0.7636
-0.7177,1160.02,0.0069,-0.7177,2.3816,48.7993,0.00277,2.2636
-0.7104,1159.31,0.0073,-0.7104,2.38171,48.8193,-0.00196,0.6728
-0.7028,1158.61,0.0076,-0.7028,2.38181,48.8397,-0.00572,0.5056
-0.6949,1157.91,0.0079,-0.6949,2.38191,48.8601,-0.00951,0.3873
-0.6949,1157.22,0,-0.6949,2.38201,48.8601,0.06949,0.3873
-0.6867,1156.53,0.0082,-0.6867,2.38211,48.8804,-0.01333,0.1986
-0.6777,1155.85,0.009,-0.6777,2.3822,48.8993,-0.02223,2.1736
-0.6683,1155.19,0.0094,-0.6683,2.38229,48.9191,-0.02717,0.1031
-0.6587,1154.53,0.0096,-0.6587,2.38238,48.9393,-0.03013,-0.1194
-0.6489,1153.88,0.0098,-0.6489,2.38247,48.9593,-0.03311,-0.2429
-0.6489,1153.23,0,-0.6489,2.38255,48.9593,0.06489,-0.2429
-0.639,1152.59,0.0099,-0.639,2.38264,48.9793,-0.0351,-0.3914
-0.6282,1151.96,0.0108,-0.6282,2.38272,48.9979,-0.04518,2.0586
-0.6173,1151.35,0.0109,-0.6173,2.3828,49.0173,-0.04727,-0.4412
-0.6063,1150.74,0.011,-0.6063,2.38287,49.0369,-0.04937,-0.6932
-0.5952,1150.14,0.0111,-0.5952,2.38295,49.0565,-0.05148,-0.7454
-0.5952,1149.55,0,-0.5952,2.38302,49.0565,0.05952,-0.7454
-0.5843,1148.96,0.0109,-0.5843,2.38309,49.076,-0.05057,-0.8507
-0.5726,1148.39,0.0117,-0.5726,2.38316,49.0943,-0.05974,1.9243
-0.5609,1147.83,0.0117,-0.5609,2.38322,49.1133,-0.06091,-0.8279
-0.5494,1147.28,0.0115,-0.5494,2.38328,49.1325,-0.06006,-1.0572
-0.5381,1146.74,0.0113,-0.5381,2.38334,49.1516,-0.05919,-1.0864
-0.527,1146.22,0.0111,-0.527,2.3834,49.1708,-0.0583,-1.0652
-0.527,1145.69,0,-0.527,2.38345,49.1708,0.0527,-1.0652
-0.5162,1145.17,0.0108,-0.5162,2.38351,49.19,-0.05638,-1.0212
-0.5049,1144.67,0.0113,-0.5049,2.38356,49.2081,-0.06251,1.7538
-0.4939,1144.17,0.011,-0.4939,2.38361,49.2269,-0.06061,-0.9732
-0.4831,1143.69,0.0108,-0.4831,2.38366,49.2459,-0.05969,-1.1264
-0.4831,1143.21,0,-0.4831,2.38371,49.2459,0.04831,-1.1264
-0.4728,1142.74,0.0103,-0.4728,2.38375,49.265,-0.05572,-1.0559
-0.4602,1142.28,0.0126,-0.4602,2.38379,49.283,-0.07998,1.6441
-0.4472,1141.83,0.013,-0.4472,2.38383,49.3017,-0.08528,-0.9567
-0.4222,1141.41,0.025,-0.4222,2.38387,49.3202,-0.20778,-1.5632
-0.386,1141.02,0.0362,-0.386,2.3839,49.3384,-0.3234,-1.6957
-0.386,1140.63,0,-0.386,2.38393,49.3384,0.0386,-1.6957
-0.355,1140.28,0.031,-0.355,2.38396,49.3312,-0.2745,-7.6487
-0.3229,1139.96,0.0321,-0.3229,2.38398,49.3417,-0.28871,1.4013
-0.2934,1139.66,0.0295,-0.2934,2.384,49.3433,-0.26566,-6.4262
-0.2669,1139.4,0.0265,-0.2669,2.38401,49.3407,-0.23831,-6.7814
-0.2436,1139.15,0.0233,-0.2436,2.38402,49.3432,-0.20864,-6.2052
-0.2436,1138.91,0,-0.2436,2.38403,49.3432,0.02436,-6.2052
-0.2232,1138.69,0.0204,-0.2232,2.38404,49.3541,-0.18168,-4.7797
-0.2039,1138.48,0.0193,-0.2039,2.38405,49.3702,-0.17261,1.0453
-0.1872,1138.29,0.0167,-0.1872,2.38406,49.3843,-0.14828,-4.1057
-0.1734,1138.12,0.0138,-0.1734,2.38407,49.3998,-0.12066,-3.8789
-0.1621,1137.96,0.0113,-0.1621,2.38407,49.4169,-0.09679,-3.2707
-0.1621,1137.8,0,-0.1621,2.38408,49.4169,0.01621,-3.2707
-0.1532,1137.64,0.0089,-0.1532,2.38408,49.436,-0.07368,-1.9834
-0.1458,1137.5,0.0074,-0.1458,2.38409,49.4539,-0.05942,0.8416
-0.1403,1137.36,0.0055,-0.1403,2.38409,49.4723,-0.04097,-1.4057
-0.1369,1137.22,0.0034,-0.1369,2.38409,49.4917,-0.02031,-1.0492
-0.1351,1137.09,0.0018,-0.1351,2.3841,49.511,-0.00449,-0.5879
-0.1351,1136.95,0,-0.1351,2.3841,49.511,0.01351,-0.5879
-0.1349,1136.82,0.0002,-0.1349,2.3841,49.5298,0.01149,0.3241
-0.1358,1136.68,-0.0009,-0.1358,2.38411,49.548,0.02258,0.7741
-0.1378,1136.54,-0.002,-0.1378,2.38411,49.5661,0.03378,0.7236
-0.1408,1136.4,-0.003,-0.1408,2.38412,49.5841,0.04408,1.0008
-0.1445,1136.26,-0.0037,-0.1445,2.38412,49.6018,0.05145,1.2808
-0.1445,1136.11,0,-0.1445,2.38412,49.6018,0.01445,1.2808
-0.1487,1135.96,-0.0042,-0.1487,2.38413,49.6188,0.05687,1.7226
-0.1535,1135.81,-0.0048,-0.1535,2.38413,49.6368,0.06335,0.7976
-0.1585,1135.65,-0.005,-0.1585,2.38414,49.6541,0.06585,1.8581
-0.1635,1135.49,-0.005,-0.1635,2.38414,49.6709,0.06635,2.0201
-0.1685,1135.32,-0.005,-0.1685,2.38415,49.6877,0.06685,2.0826
-0.1685,1135.15,0,-0.1685,2.38416,49.6877,0.01685,2.0826
-0.1732,1134.98,-0.0047,-0.1732,2.38416,49.7046,0.06432,2.1076
-0.1779,1134.8,-0.0047,-0.1779,2.38417,49.7226,0.06479,0.8576
-0.1822,1134.62,-0.0043,-0.1822,2.38417,49.7401,0.06122,2.0443
-0.1861,1134.43,-0.0039,-0.1861,2.38418,49.7572,0.05761,2.0561
-0.1893,1134.24,-0.0032,-0.1893,2.38419,49.7746,0.05093,1.9668
-0.1893,1134.05,0,-0.1893,2.3842,49.7746,0.01893,1.9668
-0.1919,1133.86,-0.0026,-0.1919,2.3842,49.7924,0.04519,1.7096
-0.194,1133.67,-0.0021,-0.194,2.38421,49.8106,0.0404,0.9096
-0.1955,1133.47,-0.0015,-0.1955,2.38422,49.8286,0.03455,1.5661
-0.1963,1133.28,-0.0008,-0.1963,2.38423,49.8466,0.02763,1.4463
-0.1964,1133.08,-0.0001,-0.1964,2.38423,49.8646,0.02064,1.3001
-0.1964,1132.88,0,-0.1964,2.38424,49.8646,0.01964,1.3001
-0.1958,1132.69,0.0006,-0.1958,2.38425,49.8828,0.01358,0.9523
-0.1945,1132.49,0.0013,-0.1945,2.38426,49.901,0.00645,0.9273
-0.1925,1132.3,0.002,-0.1925,2.38426,49.9192,-0.00075,0.7758
-0.1899,1132.11,0.0026,-0.1899,2.38427,49.9374,-0.00701,0.5976
-0.1867,1131.92,0.0032,-0.1867,2.38428,49.9555,-0.01333,0.4176
-0.1867,1131.74,0,-0.1867,2.38429,49.9555,0.01867,0.4176
-0.183,1131.55,0.0037,-0.183,2.38429,49.9736,-0.0187,0.1031
-0.1785,1131.37,0.0045,-0.1785,2.3843,49.9915,-0.02715,0.9031
-0.1736,1131.2,0.0049,-0.1736,2.3843,50.0094,-0.03164,-0.0312
-0.1683,1131.03,0.0053,-0.1683,2.38431,50.0273,-0.03617,-0.2424
-0.1626,1130.87,0.0057,-0.1626,2.38432,50.045,-0.04074,-0.3547
-0.1626,1130.71,0,-0.1626,2.38432,50.045,0.01626,-0.3547
-0.1568,1130.55,0.0058,-0.1568,2.38433,50.0625,-0.04232,-0.5822
-0.1503,1130.4,0.0065,-0.1503,2.38433,50.0801,-0.04997,0.8428
-0.1437,1130.26,0.0066,-0.1437,2.38433,50.0976,-0.05163,-0.6217
-0.137,1130.12,0.0067,-0.137,2.38434,50.1149,-0.0533,-0.8129
-0.1302,1129.99,0.0068,-0.1302,2.38434,50.1322,-0.05498,-0.8544
-0.1302,1129.86,0,-0.1302,2.38434,50.1322,0.01302,-0.8544
-0.1235,1129.74,0.0067,-0.1235,2.38435,50.1494,-0.05465,-0.9382
-0.1165,1129.62,0.007,-0.1165,2.38435,50.1668,-0.05835,0.7618
-0.1095,1129.51,0.007,-0.1095,2.38435,50.184,-0.05905,-0.9299
-0.1027,1129.41,0.0068,-0.1027,2.38435,50.2011,-0.05773,-1.0224
-0.0961,1129.31,0.0066,-0.0961,2.38436,50.2181,-0.05639,-1.0399
-0.0961,1129.22,0,-0.0961,2.38436,50.2181,0.00961,-1.0399
-0.0897,1129.13,0.0064,-0.0897,2.38436,50.2352,-0.05503,-0.9734
-0.0838,1129.04,0.0059,-0.0838,2.38436,50.2524,-0.05062,0.6766
0.1122,1129.15,0.196,0.1122,2.38436,50.2695,-1.97122,-0.9394
0.1566,1129.31,0.0444,0.1566,2.38437,50.2866,-0.45966,-0.8292
0.0135,1129.32,-0.1431,0.0135,2.38437,50.2706,1.42965,-25
0.0135,1129.34,0,0.0135,2.38437,50.2706,-0.00135,-25
0.0863,1129.42,0.0728,0.0863,2.38437,50.1723,-0.73663,25
0.1621,1129.59,0.0758,0.1621,2.38438,50.0932,-0.77421,0.4026
0.2347,1129.82,0.0726,0.2347,2.38439,50.0539,-0.74947,-17.9794
0.3032,1130.12,0.0685,0.3032,2.3844,49.9693,-0.71532,-18.9189
0.3671,1130.49,0.0639,0.3671,2.38443,49.8816,-0.67571,-18.3004
0.3671,1130.86,0,0.3671,2.38446,49.8816,-0.03671,-18.3004
0.4254,1131.28,0.0583,0.4254,2.38449,49.7992,-0.62554,-16.4564
0.4816,1131.76,0.0562,0.4816,2.38454,49.7901,-0.61016,-0.4814
0.5318,1132.3,0.0502,0.5318,2.38459,49.7467,-0.55518,-15.2022
0.5752,1132.87,0.0434,0.5752,2.38466,49.6857,-0.49152,-14.8177
0.6115,1133.48,0.0363,0.6115,2.38473,49.6354,-0.42415,-13.4432
0.6115,1134.09,0,0.6115,2.38481,49.6354,-0.06115,-13.4432
0.641,1134.74,0.0295,0.641,2.38489,49.6173,-0.3591,-10.1674
0.6663,1135.4,0.0253,0.6663,2.38497,49.6323,-0.31963,-1.0924
0.6851,1136.09,0.0188,0.6851,2.38507,49.634,-0.25651,-8.5412
0.6975,1136.78,0.0124,0.6975,2.38516,49.6413,-0.19375,-7.5544
0.704,1137.49,0.0065,0.704,2.38526,49.656,-0.1354,-5.9764
0.704,1138.19,0,0.704,2.38536,49.656,-0.0704,-5.9764
0.7052,1138.9,0.0012,0.7052,2.38545,49.6766,-0.08252,-2.9487
0.7019,1139.6,-0.0033,0.7019,2.38555,49.6968,-0.03719,-1.3237
0.6941,1140.29,-0.0078,0.6941,2.38565,49.7164,0.00859,-1.6267
0.6822,1140.98,-0.0119,0.6822,2.38574,49.7355,0.05078,-0.4934
0.6669,1141.64,-0.0153,0.6669,2.38582,49.7525,0.08631,0.6511
0.6669,1142.31,0,0.6669,2.38591,49.7525,-0.06669,0.6511
0.6489,1142.96,-0.018,0.6489,2.38599,49.7636,0.11511,2.5941
0.6274,1143.59,-0.0215,0.6274,2.38607,49.7795,0.15226,-1.2309
0.604,1144.19,-0.0234,0.604,2.38614,49.7907,0.1736,3.3141
0.5793,1144.77,-0.0247,0.5793,2.38621,49.7956,0.18907,4.2428
0.5575,1145.33,-0.0218,0.5575,2.38627,49.7987,0.16225,4.7763
0.5575,1145.88,0,0.5575,2.38633,49.7987,-0.05575,4.7763
0.5695,1146.45,0.012,0.5695,2.38639,49.8043,-0.17695,4.4926
0.5935,1147.05,0.024,0.5935,2.38646,49.8186,-0.29935,-0.9574
0.643,1147.69,0.0495,0.643,2.38654,49.827,-0.5593,-3.9874
0.6981,1148.39,0.0551,0.6981,2.38664,49.8169,-0.62081,-7.0474
0.7479,1149.14,0.0498,0.7479,2.38674,49.7701,-0.57279,-13.5462
0.7479,1149.88,0,0.7479,2.38685,49.7701,-0.07479,-13.5462
0.7917,1150.68,0.0438,0.7917,2.38698,49.7076,-0.51717,-13.8834
0.8322,1151.51,0.0405,0.8322,2.38711,49.7062,-0.48822,-1.4334
0.8663,1152.37,0.0341,0.8663,2.38726,49.6698,-0.42763,-12.4929
0.8935,1153.27,0.0272,0.8935,2.38741,49.6251,-0.36135,-11.7692
0.9139,1154.18,0.0204,0.9139,2.38757,49.5981,-0.29539,-10.2544
0.9139,1155.1,0,0.9139,2.38774,49.5981,-0.09139,-10.2544
0.9281,1156.02,0.0142,0.9281,2.3879,49.5996,-0.23481,-6.9484
0.9376,1156.96,0.0095,0.9376,2.38807,49.6189,-0.18876,-1.8484
0.9415,1157.9,0.0039,0.9415,2.38825,49.6327,-0.13315,-5.4339
0.9401,1158.84,-0.0014,0.9401,2.38842,49.6497,-0.08001,-4.2827
0.9338,1159.78,-0.0063,0.9338,2.38859,49.6691,-0.03038,-2.8924
0.9338,1160.71,0,0.9338,2.38876,49.6691,-0.09338,-2.8924
0.9235,1161.63,-0.0103,0.9235,2.38892,49.6889,0.01065,-0.3232
0.9088,1162.54,-0.0147,0.9088,2.38908,49.7076,0.05612,-1.8982
0.8908,1163.43,-0.018,0.8908,2.38924,49.7259,0.09092,0.7026
0.8699,1164.3,-0.0209,0.8699,2.38938,49.7409,0.12201,1.8393
0.8469,1165.15,-0.023,0.8469,2.38952,49.7531,0.14531,2.7093
0.8469,1166,0,0.8469,2.38966,49.7531,-0.08469,2.7093
0.8224,1166.82,-0.0245,0.8224,2.38979,49.7605,0.16276,4.0691
