P,I,D,CTE,Total Error,Speed,Steer Value,Steering Angle
1.5073,1142.02,0.0008,1.5073,2.02803,51.398,-0.15873,-7.3342
1.5013,1143.52,-0.006,1.5013,2.02862,51.4079,-0.09013,-5.4049
1.489,1145.01,-0.0123,1.489,2.0292,51.4231,-0.0259,-3.5319
1.489,1146.5,0,1.489,2.02978,51.4231,-0.1489,-3.5319
1.684,1148.18,0.195,1.684,2.03052,51.4386,-2.1184,-0.2112
1.6789,1149.86,-0.0051,1.6789,2.03125,51.4693,-0.11689,-3.2862
1.8082,1151.67,0.1293,1.8082,2.0321,51.4299,-1.47382,-25
1.8082,1153.48,0,1.8082,2.03295,51.4299,-0.18082,-25
1.9297,1155.41,0.1215,1.9297,2.03392,51.3181,-1.40797,-25
2.0447,1157.45,0.115,2.0447,2.03501,51.2669,-1.35447,-4.0842
2.1505,1159.6,0.1058,2.1505,2.03621,51.2191,-1.27305,-25
2.2465,1161.85,0.096,2.2465,2.03752,51.1021,-1.18465,-25
2.3325,1164.18,0.086,2.3325,2.03894,50.99,-1.09325,-25
2.4077,1166.59,0.0752,2.4077,2.04044,50.8792,-0.99277,-25
2.4077,1169,0,2.4077,2.04195,50.8792,-0.24077,-25
2.4719,1171.47,0.0642,2.4719,2.04353,50.768,-0.88919,-24.3829
2.574,1174.04,0.1021,2.574,2.04525,50.752,-1.2784,-5.5829
2.6092,1176.65,0.0352,2.6092,2.04701,50.6947,-0.61292,-21.7934
2.6092,1179.26,0,2.6092,2.04878,50.6947,-0.26092,-21.7934
2.6327,1181.89,0.0235,2.6327,2.05057,50.614,-0.49827,-14.8867
2.6467,1184.54,0.014,2.6467,2.05238,50.6206,-0.40467,-6.0867
2.6402,1187.18,-0.0065,2.6402,2.05418,50.5778,-0.19902,-12.0204
2.6202,1189.8,-0.02,2.6202,2.05596,50.5743,-0.06202,-9.6804
2.5907,1192.39,-0.0295,2.5907,2.05769,50.5937,0.03593,-4.5392
2.5532,1194.94,-0.0375,2.5532,2.05937,50.6144,0.11968,-1.1142
2.5088,1197.45,-0.0444,2.5088,2.061,50.6285,0.19312,1.3346
2.4592,1199.91,-0.0496,2.4592,2.06256,50.6324,0.25008,3.4283
2.4307,1202.34,-0.0285,2.4307,2.06408,50.6251,0.04193,5.2643
2.4177,1204.76,-0.013,2.4177,2.06558,50.6094,-0.11177,6.6883
2.4433,1207.2,0.0256,2.4433,2.06712,50.6156,-0.50033,1.4846
2.4883,1209.69,0.045,2.4883,2.06872,50.6279,-0.69883,-2.3579
2.5269,1212.22,0.0386,2.5269,2.07036,50.5833,-0.63869,-12.0719
2.557,1214.78,0.0301,2.557,2.07204,50.5144,-0.5567,-17.0344
2.5781,1217.35,0.0211,2.5781,2.07375,50.4295,-0.46881,-15.5309
2.5897,1219.94,0.0116,2.5897,2.07547,50.3615,-0.37497,-13.4812
2.5918,1222.53,0.0021,2.5918,2.07719,50.322,-0.28018,-11.2839
2.585,1225.12,-0.0068,2.585,2.07891,50.3093,-0.1905,-8.9379
2.5759,1227.7,-0.0091,2.5759,2.08061,50.3107,-0.16659,-6.5682
2.5589,1230.25,-0.017,2.5589,2.08229,50.3234,-0.08589,-4.3262
2.5343,1232.79,-0.0246,2.5343,2.08393,50.3396,-0.00743,-3.7284
2.5029,1235.29,-0.0314,2.5029,2.08554,50.3576,0.06371,-1.7109
2.4657,1237.76,-0.0372,2.4657,2.08709,50.3751,0.12543,0.2506
2.377,1240.13,-0.0887,2.377,2.08854,50.4016,0.6493,2.0291
2.377,1242.51,0,2.377,2.08998,50.4016,-0.2377,2.0291
2.3284,1244.84,-0.0486,2.3284,2.09137,50.3724,0.25316,16.6688
2.2144,1247.05,-0.114,2.2144,2.09262,50.3214,0.91856,-5.5062
2.1808,1249.24,-0.0336,2.1808,2.09383,50.3154,0.11792,6.7653
2.1697,1251.4,-0.0111,2.1697,2.09503,50.2927,-0.10597,23.4003
2.1697,1253.57,0,2.1697,2.09623,50.2927,-0.21697,23.4003
2.2087,1255.78,0.039,2.2087,2.09748,50.2305,-0.61087,-2.2129
2.2304,1258.01,0.0217,2.2304,2.09874,50.2285,-0.44004,-4.9879
2.246,1260.26,0.0156,2.246,2.10003,50.1782,-0.3806,-14.8354
2.2552,1262.51,0.0092,2.2552,2.10132,50.1143,-0.31752,-10.5647
2.258,1264.77,0.0028,2.258,2.10262,50.0822,-0.2538,-9.0787
2.2544,1267.03,-0.0036,2.2544,2.10391,50.0692,-0.18944,-7.5017
2.245,1269.27,-0.0094,2.245,2.10519,50.0725,-0.1305,-5.9087
2.2302,1271.5,-0.0148,2.2302,2.10645,50.0844,-0.07502,-4.2997
2.2104,1273.71,-0.0198,2.2104,2.10769,50.1008,-0.02304,-2.8262
2.1579,1275.87,-0.0525,2.1579,2.10887,50.1369,0.30921,-1.4392
2.1257,1278,-0.0322,2.1257,2.11002,50.156,0.10943,-0.1397
2.0927,1280.09,-0.033,2.0927,2.11113,50.1413,0.12073,8.1666
2.0579,1282.15,-0.0348,2.0579,2.1122,50.1415,0.14221,3.1721
2.0216,1284.17,-0.0363,2.0216,2.11324,50.1526,0.16084,3.4546
1.9845,1286.15,-0.0371,1.9845,2.11423,50.1624,0.17255,3.9916
1.9093,1288.06,-0.0752,1.9093,2.11516,50.181,0.56107,4.4573
1.9093,1289.97,0,1.9093,2.11608,50.181,-0.19093,4.4573
1.8739,1291.85,-0.0354,1.8739,2.11696,50.1431,0.16661,14.4631
1.7968,1293.64,-0.0771,1.7968,2.11778,50.1161,0.59132,-4.3369
1.7648,1295.41,-0.032,1.7648,2.11857,50.1229,0.14352,4.6016
1.7597,1297.17,-0.0051,1.7597,2.11935,50.0822,-0.12497,15.2193
1.7897,1298.96,0.03,1.7897,2.12015,50.0709,-0.47897,4.0243
1.8421,1300.8,0.0524,1.8421,2.12101,50.0785,-0.70821,-2.6879
1.9004,1302.7,0.0583,1.9004,2.12192,50.0403,-0.77304,-11.5379
1.9553,1304.65,0.0549,1.9553,2.12288,49.9808,-0.74453,-17.2689
2.0064,1306.66,0.0511,2.0064,2.1239,49.8964,-0.71164,-18.8897
2.0531,1308.71,0.0467,2.0531,2.12496,49.8045,-0.67231,-18.1769
2.0945,1310.81,0.0414,2.0945,2.12606,49.719,-0.62345,-17.3547
2.1591,1312.97,0.0646,2.1591,2.12723,49.5662,-0.86191,-16.3714
2.1811,1315.15,0.022,2.1811,2.12842,49.4978,-0.43811,-15.1499
2.1953,1317.34,0.0142,2.1953,2.12963,49.4322,-0.36153,-21.1114
2.1953,1319.54,0,2.1953,2.13084,49.4322,-0.21953,-21.1114
2.2033,1321.74,0.008,2.2033,2.13206,49.395,-0.30033,-8.6019
2.1979,1323.94,-0.0054,2.1979,2.13327,49.4122,-0.16579,-5.0519
2.1858,1326.13,-0.0121,2.1858,2.13447,49.4245,-0.09758,-7.0719
2.168,1328.29,-0.0178,2.168,2.13564,49.4447,-0.0388,-3.7084
2.168,1330.46,0,2.168,2.13682,49.4447,-0.2168,-3.7084
2.1187,1332.58,-0.0493,2.1187,2.13794,49.4839,0.28113,-0.5337
2.0862,1334.67,-0.0325,2.0862,2.13903,49.4994,0.11638,-4.9837
2.0517,1336.72,-0.0345,2.0517,2.14008,49.4876,0.13983,7.4646
2.0149,1338.73,-0.0368,2.0149,2.1411,49.4837,0.16651,3.3458
1.9762,1340.71,-0.0387,1.9762,2.14207,49.4897,0.18938,3.9321
1.9362,1342.65,-0.04,1.9362,2.14301,49.4937,0.20638,4.5991
1.8956,1344.54,-0.0406,1.8956,2.1439,49.4962,0.21644,5.1708
1.8583,1346.4,-0.0373,1.8583,2.14476,49.4978,0.18717,5.5958
1.8273,1348.23,-0.031,1.8273,2.1456,49.4998,0.12727,5.8473
1.8031,1350.03,-0.0242,1.8031,2.14641,49.5069,0.06169,5.1156
1.7807,1351.81,-0.0224,1.7807,2.1472,49.5204,0.04593,3.6181
1.7584,1353.57,-0.0223,1.7584,2.14796,49.538,0.04716,1.9786
1.736,1355.31,-0.0224,1.736,2.14871,49.5564,0.0504,1.5846
1.7136,1357.02,-0.0224,1.7136,2.14944,49.5748,0.05264,1.6153
1.7136,1358.73,0,1.7136,2.15017,49.5748,-0.17136,1.6153
1.6698,1360.4,-0.0438,1.6698,2.15086,49.612,0.27102,1.7523
1.6466,1362.05,-0.0232,1.6466,2.15154,49.6185,0.06734,-3.8477
1.6255,1363.67,-0.0211,1.6255,2.15219,49.6139,0.04845,7.2118
1.6255,1365.3,0,1.6255,2.15285,49.6139,-0.16255,7.2118
1.6051,1366.91,-0.0204,1.6051,2.15349,49.627,0.04349,1.6476
1.5836,1368.49,-0.0215,1.5836,2.15411,49.6347,0.05664,-3.6274
1.5419,1370.03,-0.0417,1.5419,2.1547,49.6681,0.26281,1.5236
1.5221,1371.55,-0.0198,1.5221,2.15527,49.6862,0.04579,1.8523
1.5221,1373.08,0,1.5221,2.15584,49.6862,-0.15221,1.8523
1.5029,1374.58,-0.0192,1.5029,2.1564,49.7048,0.04171,1.5811
1.4829,1376.06,-0.02,1.4829,2.15694,49.715,0.05171,-3.3689
1.4634,1377.52,-0.0195,1.4634,2.15747,49.7305,0.04866,1.4791
1.4265,1378.95,-0.0369,1.4265,2.15797,49.7661,0.22635,1.7291
1.4265,1380.38,0,1.4265,2.15848,49.7661,-0.14265,1.7291
1.4108,1381.79,-0.0157,1.4108,2.15897,49.7697,0.01592,6.0951
1.3946,1383.18,-0.0162,1.3946,2.15945,49.7773,0.02254,-3.1299
1.3791,1384.56,-0.0155,1.3791,2.15991,49.7935,0.01709,0.8343
1.3518,1385.91,-0.0273,1.3518,2.16036,49.8299,0.13782,0.9998
1.3518,1387.27,0,1.3518,2.16081,49.8299,-0.13518,0.9998
1.4068,1388.67,0.055,1.4068,2.1613,49.8428,-0.69068,3.8818
1.396,1390.07,-0.0108,1.396,2.16178,49.8537,-0.0316,-2.9432
1.4193,1391.49,0.0233,1.4193,2.16228,49.8165,-0.37493,-16.8307
1.4537,1392.94,0.0344,1.4537,2.16279,49.7906,-0.48937,-0.3537
1.4904,1394.43,0.0367,1.4904,2.16334,49.7731,-0.51604,-8.9369
1.4904,1395.92,0,1.4904,2.16388,49.7731,-0.14904,-8.9369
1.5254,1397.45,0.035,1.5254,2.16445,49.7287,-0.50254,-12.4647
1.5585,1399.01,0.0331,1.5585,2.16505,49.7279,-0.48685,-3.2897
1.5868,1400.59,0.0283,1.5868,2.16567,49.6957,-0.44168,-12.1272
1.6099,1402.2,0.0231,1.6099,2.1663,49.6533,-0.39199,-11.7349
1.6274,1403.83,0.0175,1.6274,2.16695,49.6251,-0.33774,-10.6057
1.6274,1405.46,0,1.6274,2.1676,49.6251,-0.16274,-10.6057
1.6398,1407.1,0.0124,1.6398,2.16826,49.6208,-0.28798,-8.0072
1.6483,1408.75,0.0085,1.6483,2.16892,49.6373,-0.24983,-3.6322
1.6518,1410.4,0.0035,1.6518,2.16959,49.6476,-0.20018,-6.7632
1.6505,1412.05,-0.0013,1.6505,2.17025,49.6605,-0.15205,-5.8094
1.6446,1413.69,-0.0059,1.6446,2.17091,49.6776,-0.10546,-4.5682
1.6446,1415.34,0,1.6446,2.17157,49.6776,-0.16446,-4.5682
1.6347,1416.97,-0.0099,1.6347,2.17222,49.6975,-0.06447,-2.2002
1.6205,1418.59,-0.0142,1.6205,2.17286,49.7161,-0.02005,-3.6752
1.6028,1420.19,-0.0177,1.6028,2.17349,49.736,0.01672,-1.1754
1.558,1421.75,-0.0448,1.558,2.17408,49.7725,0.2922,-0.0649
1.558,1423.31,0,1.558,2.17467,49.7725,-0.1558,-0.0649
1.5338,1424.84,-0.0242,1.5338,2.17524,49.7577,0.08862,7.7413
1.5062,1426.35,-0.0276,1.5062,2.17579,49.7601,0.12538,-3.4587
1.4771,1427.83,-0.0291,1.4771,2.17632,49.7739,0.14329,2.6518
1.4472,1429.28,-0.0299,1.4472,2.17683,49.7832,0.15428,3.5708
1.4169,1430.69,-0.0303,1.4169,2.17732,49.7911,0.16131,4.0186
1.3865,1432.08,-0.0304,1.3865,2.17778,49.7988,0.16535,4.2933
1.3564,1433.44,-0.0301,1.3564,2.17823,49.8071,0.16536,4.4691
1.327,1434.76,-0.0294,1.327,2.17866,49.8162,0.1613,4.5701
1.2711,1436.03,-0.0559,1.2711,2.17905,49.8362,0.43189,4.5703
1.2711,1437.3,0,1.2711,2.17944,49.8362,-0.12711,4.5703
1.2473,1438.55,-0.0238,1.2473,2.17982,49.8084,0.11327,11.2336
1.223,1439.77,-0.0243,1.223,2.18018,49.8039,0.1207,-2.7414
1.2001,1440.97,-0.0229,1.2001,2.18053,49.8174,0.10899,3.2681
1.1591,1442.13,-0.041,1.1591,2.18085,49.8491,0.29409,3.4538
1.1591,1443.29,0,1.1591,2.18118,49.8491,-0.11591,3.4538
1.1428,1444.44,-0.0163,1.1428,2.18149,49.8474,0.04872,7.7886
1.1269,1445.56,-0.0159,1.1269,2.1818,49.8533,0.04631,-2.4614
1.1125,1446.68,-0.0144,1.1125,2.1821,49.8686,0.03275,1.6543
1.0995,1447.77,-0.013,1.0995,2.18239,49.887,0.02005,1.5941
1.0881,1448.86,-0.0114,1.0881,2.18267,49.9051,0.00519,1.2551
1.0881,1449.95,0,1.0881,2.18296,49.9051,-0.10881,1.2551
1.0779,1451.03,-0.0102,1.0779,2.18324,49.9231,-0.00579,0.5661
1.068,1452.1,-0.0099,1.068,2.18351,49.9361,-0.0078,-2.2839
1.0591,1453.16,-0.0089,1.0591,2.18378,49.9523,-0.01691,0.2916
1.0511,1454.21,-0.008,1.0511,2.18405,49.9703,-0.02511,0.2413
1.044,1455.25,-0.0071,1.044,2.18431,49.9882,-0.0334,0.0136
1.044,1456.29,0,1.044,2.18457,49.9882,-0.1044,0.0136
1.0376,1457.33,-0.0064,1.0376,2.18483,50.0059,-0.03976,-0.3987
1.0312,1458.36,-0.0064,1.0312,2.18508,50.0208,-0.03912,-2.1737
1.0253,1459.39,-0.0059,1.0253,2.18534,50.0374,-0.04353,-0.5577
1.0145,1460.4,-0.0108,1.0145,2.18558,50.0728,0.00655,-0.5417
1.0145,1461.42,0,1.0145,2.18583,50.0728,-0.10145,-0.5417
1.0099,1462.43,-0.0046,1.0099,2.18607,50.0904,-0.05499,0.6001
1.0052,1463.43,-0.0047,1.0052,2.18632,50.1062,-0.05352,-2.0999
1.0004,1464.43,-0.0048,1.0004,2.18656,50.1229,-0.05204,-0.9384
0.9909,1465.42,-0.0095,0.9909,2.18679,50.1576,-0.00409,-0.9017
0.9909,1466.42,0,0.9909,2.18703,50.1576,-0.09909,-0.9017
0.9863,1467.4,-0.0046,0.9863,2.18726,50.1751,-0.05263,0.3341
0.9813,1468.38,-0.005,0.9813,2.18749,50.1911,-0.04813,-2.0409
0.9761,1469.36,-0.0052,0.9761,2.18771,50.208,-0.04561,-0.8794
0.9707,1470.33,-0.0054,0.9707,2.18794,50.2254,-0.04307,-0.7669
0.965,1471.29,-0.0057,0.965,2.18816,50.2428,-0.0395,-0.7039
0.965,1472.26,0,0.965,2.18838,50.2428,-0.0965,-0.7039
0.9591,1473.22,-0.0059,0.9591,2.1886,50.2602,-0.03691,-0.5512
0.9525,1474.17,-0.0066,0.9525,2.18882,50.2765,-0.02925,-1.9762
0.9456,1475.12,-0.0069,0.9456,2.18903,50.2935,-0.02556,-0.4864
0.9384,1476.06,-0.0072,0.9384,2.18924,50.3109,-0.02184,-0.2949
0.931,1476.99,-0.0074,0.931,2.18945,50.3282,-0.0191,-0.2027
0.931,1477.92,0,0.931,2.18965,50.3282,-0.0931,-0.2027
0.9233,1478.84,-0.0077,0.9233,2.18986,50.3455,-0.01533,-0.0412
0.9149,1479.76,-0.0084,0.9149,2.19005,50.3617,-0.00749,-1.8912
0.9061,1480.66,-0.0088,0.9061,2.19025,50.3786,-0.00261,0.0531
0.8972,1481.56,-0.0089,0.8972,2.19044,50.3956,-0.00072,0.2491
0.8881,1482.45,-0.0091,0.8881,2.19063,50.4126,0.00219,0.3711
0.8881,1483.33,0,0.8881,2.19081,50.4126,-0.08881,0.3711
0.879,1484.21,-0.0091,0.879,2.191,50.4295,0.0031,0.4911
0.8691,1485.08,-0.0099,0.8691,2.19118,50.4454,0.01209,-1.7839
0.8591,1485.94,-0.01,0.8591,2.19135,50.462,0.01409,0.5138
0.8493,1486.79,-0.0098,0.8493,2.19152,50.4786,0.01307,0.7386
0.8404,1487.63,-0.0089,0.8404,2.19169,50.4952,0.00496,0.7886
0.8404,1488.47,0,0.8404,2.19185,50.4952,-0.08404,0.7886
0.8334,1489.31,-0.007,0.8334,2.19202,50.5119,-0.01334,0.5603
0.8137,1490.12,-0.0197,0.8137,2.19218,50.5432,0.11563,-1.6647
0.8045,1490.92,-0.0092,0.8045,2.19233,50.5597,0.01155,0.1028
0.7975,1491.72,-0.007,0.7975,2.19248,50.571,-0.00975,3.3271
0.7975,1492.52,0,0.7975,2.19263,50.571,-0.07975,3.3271
0.7906,1493.31,-0.0069,0.7906,2.19278,50.5861,-0.01006,0.1926
0.7832,1494.09,-0.0074,0.7832,2.19292,50.6018,-0.00432,-1.5574
0.7757,1494.87,-0.0075,0.7757,2.19306,50.6182,-0.00257,0.1848
0.7682,1495.64,-0.0075,0.7682,2.1932,50.6349,-0.00182,0.3283
0.7607,1496.4,-0.0075,0.7607,2.19334,50.6515,-0.00107,0.3721
0.7533,1497.15,-0.0074,0.7533,2.19347,50.6681,-0.00133,0.3908
0.746,1497.9,-0.0073,0.746,2.1936,50.6846,-0.0016,0.4096
0.7387,1498.64,-0.0073,0.7387,2.19373,50.7011,-0.00087,0.4031
0.7316,1499.37,-0.0071,0.7316,2.19385,50.7176,-0.00216,0.3963
0.7246,1500.09,-0.007,0.7246,2.19398,50.7341,-0.00246,0.4146
0.7246,1500.82,0,0.7246,2.1941,50.7341,-0.07246,0.4146
0.7178,1501.53,-0.0068,0.7178,2.19422,50.7505,-0.00378,0.3748
0.7106,1502.24,-0.0072,0.7106,2.19434,50.766,0.00094,-1.3752
0.7034,1502.95,-0.0072,0.7034,2.19446,50.7821,0.00166,0.3418
0.6964,1503.64,-0.007,0.6964,2.19457,50.7984,0.00036,0.4598
0.6895,1504.33,-0.0069,0.6895,2.19468,50.8146,5.00E-05,0.4778
0.6895,1505.02,0,0.6895,2.19479,50.8146,-0.06895,0.4778
0.6828,1505.71,-0.0067,0.6828,2.1949,50.8309,-0.00128,0.4376
0.6757,1506.38,-0.0071,0.6757,2.19501,50.8463,0.00343,-1.2874
0.6687,1507.05,-0.007,0.6687,2.19511,50.8623,0.00313,0.4043
0.6618,1507.71,-0.0069,0.6618,2.19521,50.8784,0.00282,0.5221
0.6551,1508.37,-0.0067,0.6551,2.19531,50.8944,0.00149,0.5146
0.6551,1509.02,0,0.6551,2.19541,50.8944,-0.06551,0.5146
0.6486,1509.67,-0.0065,0.6486,2.19551,50.9104,0.00014,0.4736
0.6418,1510.31,-0.0068,0.6418,2.19561,50.9258,0.00382,-1.2014
0.6351,1510.95,-0.0067,0.6351,2.1957,50.9416,0.00349,0.4398
0.6286,1511.58,-0.0065,0.6286,2.19579,50.9575,0.00214,0.5318
0.6223,1512.2,-0.0063,0.6223,2.19588,50.9733,0.00077,0.5236
0.6223,1512.82,0,0.6223,2.19597,50.9733,-0.06223,0.5236
0.6162,1513.44,-0.0061,0.6162,2.19606,50.9892,-0.00062,0.4556
0.6098,1514.05,-0.0064,0.6098,2.19615,51.0045,0.00302,-1.1194
0.6036,1514.65,-0.0062,0.6036,2.19623,51.0202,0.00164,0.4208
0.5976,1515.25,-0.006,0.5976,2.19632,51.0361,0.00024,0.5118
0.5918,1515.84,-0.0058,0.5918,2.1964,51.0519,-0.00118,0.4773
0.5918,1516.43,0,0.5918,2.19648,51.0519,-0.05918,0.4773
0.5862,1517.02,-0.0056,0.5862,2.19656,51.0677,-0.00262,0.4068
0.5804,1517.6,-0.0058,0.5804,2.19664,51.0828,-4.00E-05,-1.0432
0.5748,1518.17,-0.0056,0.5748,2.19671,51.0983,-0.00148,0.3708
0.5694,1518.74,-0.0054,0.5694,2.19679,51.114,-0.00294,0.4353
0.5642,1519.31,-0.0052,0.5642,2.19686,51.1297,-0.00442,0.3993
0.5642,1519.87,0,0.5642,2.19694,51.1297,-0.05642,0.3993
0.5593,1520.43,-0.0049,0.5593,2.19701,51.1454,-0.00693,0.3258
0.5542,1520.98,-0.0051,0.5542,2.19708,51.1606,-0.00442,-0.9742
0.5492,1521.53,-0.005,0.5492,2.19715,51.176,-0.00492,0.2631
0.5444,1522.08,-0.0048,0.5444,2.19722,51.1915,-0.00644,0.3258
0.5398,1522.62,-0.0046,0.5398,2.19728,51.2069,-0.00798,0.3133
0.5398,1523.16,0,0.5398,2.19735,51.2069,-0.05398,0.3133
0.5354,1523.69,-0.0044,0.5354,2.19742,51.2224,-0.00954,0.2368
0.5308,1524.22,-0.0046,0.5308,2.19748,51.2374,-0.00708,-0.9132
0.5263,1524.75,-0.0045,0.5263,2.19755,51.2528,-0.00763,0.1978
0.522,1525.27,-0.0043,0.522,2.19761,51.2681,-0.0092,0.2593
0.5178,1525.79,-0.0042,0.5178,2.19767,51.2834,-0.00978,0.2456
0.5178,1526.31,0,0.5178,2.19773,51.2834,-0.05178,0.2456
0.5138,1526.82,-0.004,0.5138,2.19779,51.2988,-0.01138,0.1918
0.5095,1527.33,-0.0043,0.5095,2.19785,51.3138,-0.00795,-0.8582
0.5054,1527.84,-0.0041,0.5054,2.19791,51.3288,-0.00954,0.1518
0.5014,1528.34,-0.004,0.5014,2.19797,51.3441,-0.01014,0.2376
0.4975,1528.84,-0.0039,0.4975,2.19803,51.3594,-0.01075,0.1978
0.4975,1529.33,0,0.4975,2.19808,51.3594,-0.04975,0.1978
0.4935,1529.83,-0.004,0.4935,2.19814,51.3745,-0.00935,0.1676
0.4884,1530.31,-0.0051,0.4884,2.19819,51.3894,0.00216,-0.8074
-0.496,1529.82,-0.9844,-0.496,2.19825,51.4044,9.8936,0.2026
0.438,1530.26,0.934,0.438,2.19829,51.4194,-9.3838,0.4903
0.3739,1530.63,-0.0641,0.3739,2.19832,51.4021,0.60361,25
0.3739,1531,0,0.3739,2.19836,51.4021,-0.03739,25
0.309,1531.31,-0.0649,0.309,2.19838,51.2664,0.6181,15.5266
0.245,1531.56,-0.064,0.245,2.19839,51.2496,0.6155,-0.4984
0.1855,1531.74,-0.0595,0.1855,2.1984,51.2043,0.57645,15.8888
0.1313,1531.88,-0.0542,0.1313,2.1984,51.1308,0.52887,15.8238
0.083,1531.96,-0.0483,0.083,2.19841,51.06,0.4747,14.8476
0.083,1532.04,0,0.083,2.19841,51.06,-0.0083,14.8476
0.0411,1532.08,-0.0419,0.0411,2.19841,51.0084,0.41489,12.3038
0.0024,1532.09,-0.0387,0.0024,2.19841,51.0122,0.38676,0.2288
-0.03,1532.06,-0.0324,-0.03,2.19841,50.9902,0.327,10.8086
-0.0556,1532,-0.0256,-0.0556,2.19841,50.97,0.26156,10.1053
-0.0748,1531.92,-0.0192,-0.0748,2.19841,50.9641,0.19948,8.6113
-0.0748,1531.85,0,-0.0748,2.19841,50.9641,0.00748,8.6113
-0.0883,1531.76,-0.0135,-0.0883,2.19841,50.9756,0.14383,5.4233
-0.0975,1531.66,-0.0092,-0.0975,2.19842,50.9917,0.10175,0.6233
-0.1016,1531.56,-0.0041,-0.1016,2.19842,51.0062,0.05116,4.0321
-0.1008,1531.46,0.0008,-0.1008,2.19842,51.0233,0.00208,2.9801
-0.0956,1531.37,0.0052,-0.0956,2.19842,51.0408,-0.04244,1.7153
-0.0956,1531.27,0,-0.0956,2.19842,51.0408,0.00956,1.7153
-0.0869,1531.18,0.0087,-0.0869,2.19843,51.0555,-0.07831,-0.6247
-0.0744,1531.11,0.0125,-0.0744,2.19843,51.0706,-0.11756,0.6753
-0.0826,1531.03,-0.0082,-0.0826,2.19843,51.0834,0.09026,-1.5214
-0.131,1530.9,-0.0484,-0.131,2.19843,51.093,0.4971,-2.5027
-0.2091,1530.69,-0.0781,-0.2091,2.19844,51.1048,0.80191,2.6928
-0.2091,1530.48,0,-0.2091,2.19845,51.1048,0.02091,2.6928
-0.281,1530.2,-0.0719,-0.281,2.19847,51.06,0.7471,20.4841
-0.3492,1529.85,-0.0682,-0.3492,2.1985,51.0241,0.71692,0.9591
-0.4106,1529.44,-0.0614,-0.4106,2.19854,50.9736,0.65506,19.1138
-0.4646,1528.97,-0.054,-0.4646,2.19858,50.8798,0.58646,18.3593
-0.5104,1528.46,-0.0458,-0.5104,2.19864,50.794,0.50904,16.8128
-0.5104,1527.95,0,-0.5104,2.1987,50.794,0.05104,16.8128
-0.5477,1527.4,-0.0373,-0.5477,2.19877,50.7308,0.42777,13.1623
-0.5796,1526.82,-0.0319,-0.5796,2.19885,50.7376,0.37696,1.7123
-0.6032,1526.22,-0.0236,-0.6032,2.19893,50.7149,0.29632,11.1306
-0.6208,1525.6,-0.0176,-0.6208,2.19901,50.6983,0.23808,9.8603
-0.6324,1524.97,-0.0116,-0.6324,2.1991,50.699,0.17924,7.8443
-0.6324,1524.34,0,-0.6324,2.19919,50.699,0.06324,7.8443
-0.6394,1523.7,-0.007,-0.6394,2.19929,50.7138,0.13394,4.9173
-0.6405,1523.06,-0.0011,-0.6405,2.19938,50.7331,0.07505,2.0173
-0.635,1522.42,0.0055,-0.635,2.19947,50.7503,0.0085,3.7848
-0.6237,1521.8,0.0113,-0.6237,2.19956,50.769,-0.05063,2.3126
-0.6072,1521.19,0.0165,-0.6072,2.19964,50.7871,-0.10428,0.6488
-0.6072,1520.58,0,-0.6072,2.19972,50.7871,0.06072,0.6488
-0.5867,1520,0.0205,-0.5867,2.1998,50.7986,-0.14633,-2.1707
-0.5612,1519.43,0.0255,-0.5612,2.19987,50.8122,-0.19888,1.9543
-0.5326,1518.9,0.0286,-0.5326,2.19993,50.8217,-0.23274,-3.2219
-0.5017,1518.4,0.0309,-0.5017,2.19999,50.8231,-0.25883,-4.5357
-0.4693,1517.93,0.0324,-0.4693,2.20004,50.8205,-0.27707,-5.3822
-0.4693,1517.46,0,-0.4693,2.20009,50.8205,0.04693,-5.3822
-0.4362,1517.03,0.0331,-0.4362,2.20013,50.813,-0.28738,-6.4904
-0.4003,1516.62,0.0359,-0.4003,2.20017,50.8199,-0.31897,1.6096
-0.3643,1516.26,0.036,-0.3643,2.2002,50.8172,-0.32357,-6.7482
-0.3681,1515.89,-0.0038,-0.3681,2.20023,50.8063,0.07481,-7.5379
-0.4566,1515.44,-0.0885,-0.4566,2.20027,50.7969,0.93066,-7.6529
-0.4566,1514.98,0,-0.4566,2.20032,50.7969,0.04566,-7.6529
-0.5722,1514.41,-0.1156,-0.5722,2.20039,50.7781,1.21322,23.7028
-0.686,1513.72,-0.1138,-0.686,2.2005,50.6925,1.2066,1.5778
-0.7962,1512.92,-0.1102,-0.7962,2.20064,50.6764,1.18162,25
-0.9024,1512.02,-0.1062,-0.9024,2.20082,50.561,1.15224,25
-1.0042,1511.02,-0.1018,-1.0042,2.20104,50.4518,1.11842,25
-1.0042,1510.01,0,-1.0042,2.20127,50.4518,0.10042,25
-1.101,1508.91,-0.0968,-1.101,2.20154,50.3434,1.0781,25
-1.1945,1507.72,-0.0935,-1.1945,2.20186,50.2753,1.05445,2.9468
-1.2823,1506.44,-0.0878,-1.2823,2.20222,50.2472,1.00623,25
-1.364,1505.07,-0.0817,-1.364,2.20264,50.1311,0.9534,25
-1.439,1503.63,-0.075,-1.439,2.2031,50.0211,0.8939,25
-1.439,1502.19,0,-1.439,2.20356,50.0211,0.1439,25
-1.5066,1500.69,-0.0676,-1.5066,2.20406,49.9024,0.82666,22.7838
